application_number,inventor_name_first,inventor_name_middle,inventor_name_last,inventor_rank,inventor_region_code,inventor_country_code,inventor_country_name,inventor_address_type
90010220,E.I.,DU PONT DE NEMOURS AND,COMPANY(OWNER),2,DE,US,,residence
90010220,,,7371275,1,,,,residence
90010220,CHARLES,,PHILLS(3RD.PTY.REQ.),3,TX,US,,residence
90010221,"KLEIN,",O'NEILL &,"SINGH, LLP (3RD.PTY.REQ.)",3,CA,US,UNITED STATES,residence
90010221,,,"5,825,449",1,,,,residence
90010221,LG.,PHILIPS,"LCD CO.,LTD (OWNER)",2,,KR,"KOREA, REPUBLIC OF",residence
90010222,ULTRA,PRODUCTS,INC.,2,FL,US,UNITED STATES,residence
90010222,O'MELVERY,& MYERS,LLP (3RD.PTY.REQ.),3,CA,US,UNITED STATES,residence
90010222,,,"6,733,328",1,,,,residence
90010223,,,6890903,1,,,,residence
90010223,"ZYMOGENETICS,",,INC.(OWNER),2,WA,US,,residence
90010223,,,OWNER,3,,,,residence
90010224,,,5863632,1,,,,residence
90010224,CIES,"BISKER,",LLC(OWNER),2,CO,US,,residence
90010224,3,M INNOVATIVE PROPERTIES,COMPANY(3RD.PTY.REQ.),3,MN,US,UNITED STATES,residence
90010225,,,7310104,1,,,,residence
90010225,SIRF,"TECHNOLOGY,",INC.(3RD PTY REQ),3,CA,US,,residence
90010225,BROADCOM,,CORPORATION(OWNER),2,CA,US,,residence
90010226,BROADCOM,,CORPORATION(OWNER),2,CA,US,,residence
90010226,,,6747497,1,,,,residence
90010226,SIRF,,"TECHNOLOGY, INC.(3RD PTY REQ)",3,CA,US,,residence
90010227,REKLUSE,MOTOR,SPORTS(3RD PTY REQ.),3,ID,US,,residence
90010227,,,7014026,1,,,,residence
90010227,DRUSSEL,WILFLEY,"DESIGN, LLC",2,CO,US,,residence
90010228,REKLUSE,MOTOR,SPORTS(3RD PTY REQ.),3,ID,US,,residence
90010228,,,6814208,1,,,,residence
90010228,DRUSSEL,WILFLEY,"DESIGN, LLC",2,CO,US,,residence
90010229,DRUSSEL,"WILFLEY DESIGN,",L.L.C.(OWNER),2,CO,US,,residence
90010229,,,7140480,1,,,,residence
90010229,REKLUSE,MOTOR,"SPOTRS(3RD,PTY.REQ.)",3,ID,US,,residence
90010230,BROADCOM,,CORPORATION(OWNER),2,CA,US,UNITED STATES,residence
90010230,SIRF,"TECHNOLOGY,",INC.(3RD.PTY.REQ.),3,CA,US,,residence
90010230,,,6501480,1,,,,residence
90010231,PILLSBURY,WINTHROP,SHAW PITTMAN LLP (3RD.PTY.REQ.),3,VA,US,UNITED STATES,residence
90010231,,,"5,524,127",1,,,,residence
90010231,BROADCOM,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90010233,LINCOLN,NATIONAL LIFE INSURANCE,CO.(OWNER),2,IN,US,,residence
90010233,,,7089201,1,,,,residence
90010233,B.,TODD,PATTERSON(3RD.PTY.REQ.),3,TX,US,,residence
90010234,LG,ELECTRONICS,INC.(OWNER),2,,KR,"KOREA, REPUBLIC OF",residence
90010234,PATENT,,OWNER,3,,,,residence
90010234,,,6630788,1,,KR,"KOREA, REPUBLIC OF",residence
90010235,R.L.L.,,LIMITED(OWNER),2,IL,US,,residence
90010235,,,5362282,1,,,,residence
90010235,Chien-Hui,,Su(3RD PTY REQ),3,,TW,TAIWAN,residence
90010236,,,6080147,1,,,,residence
90010236,Scott,E.,Kamholz(3RD PTY REQ),3,MA,US,,residence
90010236,Edward,L.,Tobnick(OWNER),2,CA,US,,residence
90010237,SECUGEN,,CORPORATION,2,CA,US,,residence
90010237,NOEL,C.,GILLESPIE(3RD PTY REQ.),3,TX,US,,residence
90010237,,,6324020,1,,,,residence
90010238,SIRF,TECHNOLOGY,INC.,2,CA,US,,residence
90010238,,,6519466,1,,,,residence
90010238,BROADCOM,,CORPORATION(3RD PTY REQ.),3,CA,US,,residence
90010239,FRESENIUS,MEDICAL CARE DEUTSCHLAND,GMBH(OWNER),2,,DE,GERMANY,residence
90010239,,,6077443,1,,,,residence
90010239,HISCOCK,"& BARCLAY,",LLP(3RD.PTY.REQ.),3,NY,US,,residence
90010240,,,5792640,1,,,,residence
90010240,VINCENT,K.,SHIER(3RD.PTY.REQ.),3,VA,US,,residence
90010240,THE,JOHNS HOPKINS,UNIVERSITY(OWNER),2,MD,US,,residence
90010241,,,"5,836,908",1,,,,residence
90010241,FRESENIUS,AG,(OWNER),2,,DE,GERMANY,residence
90010241,HISCOCK,&,"BARCLAY, LLP (3RD.PTY.REQ.)",3,NY,US,UNITED STATES,residence
90010242,NOVAK,DRUCE &,"QUIGG, LLP (3RD.PTY.REQ.)",3,TX,US,UNITED STATES,residence
90010242,,,"5,968,131",1,,,,residence
90010242,FB,COMMERCIAL,"FINANCE, INC. (OWNER)",2,MO,US,UNITED STATES,residence
90010243,SHARP,KABUSHIKI,KAISHA(OWNER),2,,JP,JAPAN,residence
90010243,PATENT,,OWNER,3,,JP,JAPAN,residence
90010243,,,6868055,1,,,,residence
90010244,PROXENE,"TOOLS CO.,",LTD(OWNER),2,,TW,TAIWAN,residence
90010244,,,D549059,1,,,,residence
90010244,CHIEN-HUI,,SU(3RD.PTY.REQ.),3,,TW,TAIWAN,residence
90010245,,,D552440,1,,,,residence
90010245,PROXENE,TOOLS,"CO., LTD.(OWNER)",2,,TW,TAIWAN,residence
90010245,Chien-Hui,,Su(3RD PTY REQ),3,,TW,TAIWAN,residence
90010246,,,D552438,1,,,,residence
90010246,PROXENE,TOOLS,"CO., LTD.(OWNER)",2,,TW,TAIWAN,residence
90010246,Chien-Hui,,Su(3RD PTY REQ),3,,TW,TAIWAN,residence
90010247,CHIEN-HUI,,SU(3RD PTY REQ.),3,,TW,TAIWAN,residence
90010247,HSIANG-CHEN,,YU,2,,TW,TAIWAN,residence
90010247,,,6851336,1,,,,residence
90010248,JEFFREY,G.,TOLER(ATTORNEY FOR REQ.),3,TX,US,,residence
90010248,,,5507485,1,,,,residence
90010248,ROBLOR,MARKETING,"GROUP, INC.",2,NY,US,,residence
90010249,NOVATEK,"MICROELECTRONICS CORP, C/O",TOWNSEND AND TOWNSEND(3RD.PTY.REQ.),3,CA,US,,residence
90010249,,,5041823,1,,,,residence
90010249,HONEYWELL,,"INC.,(OWNER)",2,MN,US,,residence
90010250,DOSUN,SOLAR TECHNOLOGY,"CO., LTD.(3RD.PTY.REQ.)",3,,TW,TAIWAN,residence
90010250,PEDALITE,,LIMITED(OWNER),2,,GB,UNITED KINGDOM,residence
90010250,,,6104096,1,,,,residence
90010251,BANNER,&,"WITCOFF, LTD. (3RD.PTY.REQ.)",3,DC,US,UNITED STATES,residence
90010251,"CONVOLVE,",,INC. (OWNER),2,NY,US,UNITED STATES,residence
90010251,,,"6,314,473",1,,,,residence
90010252,JARDIN,A.,CARY (OWNER),2,CA,US,UNITED STATES,residence
90010252,,,"7,177,874",1,,,,residence
90010252,COOLEY,GODWARD,KRONSH LLP (3RD.PTY.REQ.),3,DC,US,UNITED STATES,residence
90010253,KENNETH,F.,KOZIK(3RD.PTY.REQ.),3,MA,US,UNITED STATES,residence
90010253,,,6916316,1,,,,residence
90010253,HARVEY,H.,JAY(OWNER),2,NY,US,UNITED STATES,residence
90010254,KENNETH,F.,KOZIK(3RD.PTY.REQ.),3,MA,US,,residence
90010254,HARVEY,H.,JAY(OWNER),2,NY,US,UNITED STATES,residence
90010254,,,7175617,1,,,,residence
90010255,LUGGAGE,,"AMERICA, INC.(OWNER)",2,CA,US,,residence
90010255,PACIFIC,COAST,"LUGGAGE, INC.(3RD PTY REQ)",3,WA,US,UNITED STATES,residence
90010255,,,6923352,1,,,,residence
90010256,Scott,,Oh(OWNER),2,CA,US,,residence
90010256,,,D530513,1,,,,residence
90010256,PACIFIC,COAST,"LUGGAGE, INC(3RD PTY REQ)",3,WA,US,,residence
90010257,LUGGAGE,AMERICA,INC.,2,CA,US,,residence
90010257,PACIFIC,COAST,LUGGAGE INC.(ATTORNEY FOR REQ.),3,CA,US,,residence
90010257,,,D489531,1,,,,residence
90010258,SIRF,TECHNOLOGY,INC.,2,CA,US,,residence
90010258,,,7142157,1,,,,residence
90010258,BROADCOM,,CORPORATION(3RD PTY REQ.),3,CA,US,,residence
90010259,,,5968131,1,,,,residence
90010259,VISTO,,CORPORATION(OWNER),2,CA,US,,residence
90010259,RESEARCH,IN MOTION,LIMITED(3RD.PTY.REQ.),3,TX,US,,residence
90010260,,,6928442,1,,,,residence
90010260,"WONG,","CABELLO, LUTSCH, RUTHERFORD &","BRUCCULER, L.L.P.(3RD.PTY.REQ.)",3,TX,US,,residence
90010260,LEVEL,"3 COMMUNICATIONS,",LLC(OWNER),2,CO,US,,residence
90010263,TROLL,BUSTERS,LLC(3RD.PTY.REQ.),3,WA,US,,residence
90010263,,,6869799,1,,,,residence
90010263,SYMYX,"TECHNOLOGIES,",INC(OWNER),2,CA,US,,residence
90010264,TROLL,BUSTERS,LLC(3RD.PTY.REQ.),3,WA,US,,residence
90010264,SYMYX,"TECHNOLOGIES,",INC.(OWNER),2,CA,US,,residence
90010264,,,7241424,1,,,,residence
90010265,LUMENIS,,LTD.(OWNER),2,,IL,ISRAEL,residence
90010265,,,6514243,1,,,,residence
90010265,Kurt,,"Rauschenbach, Ph.D.(3RD PTY REQ)",3,MA,US,UNITED STATES,residence
90010266,Michael,J.,Gallagher(3RD PTY REQ),3,OH,US,,residence
90010266,,,5735754,1,,,,residence
90010266,Anthony,"J, ANTONIOUS IRREVOCABLE",TRUST(OWNER),2,NJ,US,,residence
90010267,TEXAS,INSTRUMENTS,INCORPORATED,2,TX,US,,residence
90010267,,,5642001,1,,,,residence
90010268,,,7274155,1,,,,residence
90010268,MICHAEL,A.,RODRIGUEZ,3,MA,US,,residence
90010268,PALOMAR,MEDICAL TECHNOLOGIES,INC.,2,MA,US,,residence
90010269,HOWARD,S.,BERTAN(OWNER),2,NY,US,UNITED STATES,residence
90010269,MICHAEL,,RODRIGUEZ(3RD.PTY.REQ.),3,MA,US,,residence
90010269,,,6719753,1,,,,residence
90010270,,,6888319,1,,,,residence
90010270,MICHAEL,,RODRIQUEZ(3RD.PTY.REQ.),3,MA,US,,residence
90010270,PALOMAR,"MEDICAL TECHNOLOGIES,",INC.(OWNER),2,MA,US,,residence
90010271,CHIEN-HUI,,SU (3RD.PTY.REQ.),3,,TW,TAIWAN,residence
90010271,BOBBY,,HU (OWNER),2,,TW,TAIWAN,residence
90010271,,,"6,282,992",1,,,,residence
90010272,,,"7,059,076",1,,,,residence
90010272,JOSHUA,A.,"STOCKWELL,ESQ. (3RD.PTY.REQ.)",3,RI,US,UNITED STATES,residence
90010272,STONER,J.,MATTHEW (OWNER),2,AZ,US,UNITED STATES,residence
90010273,DARBY,& DARBY,P.C.(3RD.PTY.REQ.),3,NY,US,,residence
90010273,HENKEL,KOMMANDITGELLSCHAFT AUF,AKTIEN(OWNER),2,,DE,GERMANY,residence
90010273,,,6313081,1,,,,residence
90010274,DARBY,& DARBY,P.C.(3RD.PTY.REQ.),3,NY,US,,residence
90010274,,,6767879,1,,,,residence
90010274,HENKEL,KOMMANDITGESELLSCHAFT AUF,AKTIEN(OWNER),2,,DE,GERMANY,residence
90010275,,,7378509,1,,,,residence
90010275,Chanlin,A.,Smith(3RD PTY REQ),3,VA,US,,residence
90010275,"CORGENTECH,",,INC.(OWNER),2,CA,US,,residence
90010276,,,5425051,1,,,,residence
90010276,BROADCOM,,CORPORATION(OWNER),2,CA,US,,residence
90010276,QUALCOMM,,INC.(3RD PTY REQ),3,CA,US,,residence
90010277,TRAVEL,PHOTO,LLC(OWNER),2,MI,US,UNITED STATES,residence
90010277,,,7239723,1,,,,residence
90010278,MOTOROLA,,INC.,2,IL,US,,residence
90010278,LAURA,A.,SHERIDAN(3RD PTY REQ.),3,NY,US,,residence
90010278,,,5394140,1,,,,residence
90010279,,,5157391,1,,,,residence
90010279,LAURA,A.,SHERIDAN(3RD.PTY.REQ.),3,NY,US,,residence
90010279,"MOTOROLA,",,INC.(OWNER),2,IL,US,,residence
90010280,KETAN,,KADIWALA(3RD.PTY.REQ.),3,DC,US,,residence
90010280,"MOTOROLA,","INC.,",A DE CORP.(OWNER),2,IL,US,,residence
90010280,,,5706211,1,,,,residence
90010281,WILMERHALE/DC,,(3RD.PTY.REQ.),3,DC,US,UNITED STATES,residence
90010281,"MOTOROLA,",,INC.(OWNER),2,IL,US,UNITED STATES,residence
90010281,,,"5,974,447",1,,,,residence
90010282,WILMERHALE/DC,,(3RD.PTY.REQ.),3,DC,US,UNITED STATES,residence
90010282,"MOTOROLA,",,INC. (OWNER),2,IL,US,UNITED STATES,residence
90010282,,,"5,958,006",1,,,,residence
90010283,JOSHUA,A.,"STOCKWELL,ESQ.(3RD.PTY.REQ.)",3,RI,US,,residence
90010283,,,7027304,1,,,,residence
90010283,INTEGRAL,"TECHNOLOGIES,",INC.(OWNER),2,WA,US,,residence
90010284,TRAVIS,B,RIBAR,3,DC,US,UNITED STATES,residence
90010284,MAGNA,DONNELLY,CORPORATION(OWNER),2,MI,US,,residence
90010284,,,6319344,1,,,,residence
90010285,,,6219694,1,,,,residence
90010285,RESEARCH,IN,MOTION LIMITED(OWNER),2,ON,CA,CANADA,residence
90010285,VISTO,,CORPORATION(3RD PTY REQ),3,CA,US,,residence
90010286,,,6389457,1,,,,residence
90010286,VISTO,,CORPORATION(3RD PTY REQ),3,CA,US,,residence
90010286,RESEARCH,IN,MOTION LIMITED(OWNER),2,ON,CA,CANADA,residence
90010287,WALTER,,STEINKRAUS(3RD PTY REQ.),3,MN,US,,residence
90010287,,,4739762,1,,,,residence
90010287,CORDIS,,CORPORATION,2,FL,US,,residence
90010288,MERIAL,,ASSIGNEE,2,,FR,FRANCE,residence
90010288,,,6716442,1,,,,residence
90010288,PETER,I,"BERNSTEIN(BEHALF OF PFIZER,INC)",3,NY,US,,residence
90010289,,,6673064,1,,,,residence
90010289,THE,SPECTRANETICS,CORPORATION(3RD.PTY.REQ.),3,CO,US,,residence
90010289,PETER,,RENTROP,2,NY,US,,residence
90010290,PETER,,RENTROP(OWNER),2,NY,US,,residence
90010290,,,6440125,1,,,,residence
90010290,THE,SPECTRANETICS,CORPORATION(3RD.PTY.REQ.),3,CO,US,,residence
90010291,SIRF,,"TECHNOLOGY,INC. (OWNER)",2,CA,US,UNITED STATES,residence
90010291,"STERNE,","KESSLER,",GOLDSTEIN & FOX P.L.L.C. (3RD.PTY.REQ.),3,DC,US,UNITED STATES,residence
90010291,,,"6,650,879",1,,,,residence
90010292,PATENT,,OWNER,3,,,,residence
90010292,,,"6,140,842",1,,,,residence
90010292,TEXAS,INSTRUMENTS,INCORPORATED (OWNER),2,TX,US,UNITED STATES,residence
90010293,MHL,"TEK,",LLC (OWNER),2,MI,US,UNITED STATES,residence
90010293,,,5741966,1,,,,residence
90010293,NOVAK,DRUCE & QUIGG,LLP(3RD.PTY.REQ.),3,TX,US,UNITED STATES,residence
90010294,DUANE,N.,"MOORE, ESQ(3RD.PTY.REQ.)",3,DC,US,,residence
90010294,,,6067803,1,,,,residence
90010294,FRIO UK,,LTD.(OWNER),2,,GB,UNITED KINGDOM,residence
90010295,TEXAS,INSTRUMENTS,INC.(OWNER),2,TX,US,,residence
90010295,Patent,,Owner,3,,,,residence
90010295,,,6084475,1,,,,residence
90010296,HALLIBURTON,ENERGY,"SERVICES, INC.(OWNER)",2,TX,US,,residence
90010296,Patent,,Owner,3,,,,residence
90010296,,,7108066,1,,,,residence
90010297,DAVISCO,FOODS INTER. INC.,M. MITCHELL DAVIS,3,MN,US,,residence
90010297,GRANDE,CHEESE,COMPANY,2,WI,US,,residence
90010297,,,7378123,1,,,,residence
90010298,,,5153376,1,,,,residence
90010298,KYOCERA,MITA,CORPORATION,2,,JP,JAPAN,residence
90010299,WEI,WEI,JEANG(3RD.PTY.REQ.),3,TX,US,,residence
90010299,VISTO,,CORPORATION(OWNER),2,CA,US,,residence
90010299,,,7225231,1,,,,residence
90010300,Chih-Chien,,Liu,1,,,,residence
90010301,CRESTRON,,"ELECTRONICS,INC. (3RD.PTY.REQ.)",3,NJ,US,UNITED STATES,residence
90010301,HUNT,,"TECHNOLOGIES,INC.(OWNER)",2,IN,US,UNITED STATES,residence
90010301,,,"6,891,838",1,,,,residence
90010302,MAGNA DONNELLY,,CORPORATION (OWNER),2,MI,US,UNITED STATES,residence
90010302,SUGHRUE,,"MION, PLLC (3RD.PTY.REQ.)",3,DC,US,UNITED STATES,residence
90010302,,,"6,298,606",1,,,,residence
90010303,PRUEFTECHNIK,DIETER BUSCH,AG(3RD.PTY.REQ.),3,,DE,GERMANY,residence
90010303,SPM,INSTRUMENT,AB(OWNER),2,,,,residence
90010303,,,7301616,1,,,,residence
90010304,,,4976320,1,,,,residence
90010304,RYAN,W.,MASSEY(3RD.PTY.REQ.),3,MI,US,UNITED STATES,residence
90010304,CENTRAL,SPRINKLER COMPANY A,CORP. OF PENNSYLVANIA(OWNER),2,PA,US,UNITED STATES,residence
90010305,BRITISH,TELECOMMUNICATIONS,PUBLIC LIMITED COMPANY(OWNER),2,ENG,GB,UNITED KINGDOM,residence
90010305,,,5153591,1,,,,residence
90010305,NOVAK,DRUCE &,QUIGG LLP(3RD PTY REQ),3,TX,US,,residence
90010306,Kurt,L.,Grossman(OWNER),2,OH,US,,residence
90010306,,,5729872,1,,,,residence
90010306,Kenneth,C.,"Booth, Esq.(3RD PTY REQ)",3,AZ,US,,residence
90010307,MAGNA,DONNELLY,CORPORATION,2,MI,US,,residence
90010307,,,6128860,1,,,,residence
90010307,DION,"R. FERGUSON,",SUGHRUE MION PLLC,3,DC,US,,residence
90010308,SUGHRUE,MION,(3RD PTY REQ.) PLLC,3,DC,US,UNITED STATES,residence
90010308,,,6354134,1,,,,residence
90010308,DENSO,,CORPORATION,2,,JP,JAPAN,residence
90010309,MARK,H.,GINOCCHIO(OWNER),2,FL,US,UNITED STATES,residence
90010309,KENNETH,C.,"BOOTH, ESQ(3RD.PTY.REQ.)",3,AZ,US,UNITED STATES,residence
90010309,,,6101684,1,,,,residence
90010310,,,"7,178,771",1,,,,residence
90010310,"WPAT,",,PC (3RD.PTY.REQ.),3,CA,US,UNITED STATES,residence
90010310,HARALD,,RICHTER (OWNER),2,DE,US,UNITED STATES,residence
90010311,"FINNEGAN,HENDERSON,FARABOW,",,GARRETT & DUNNER LLP (3RD.PTY.REQ.),3,DC,US,UNITED STATES,residence
90010311,ABLAISE,,LIMITED (OWNER),2,,GB,UNITED KINGDOM,residence
90010311,,,"6,961,737",1,,,,residence
90010313,ROBERT,W,"SHAFER, M.D.(3RD.PTY.REQ.)",3,CA,US,UNITED STATES,residence
90010313,,,6081786,1,,,,residence
90010313,ADVANCED,"BIOLOGICAL LABORATORIES,",SA(OWNER),2,,,,residence
90010313,ADVANCED,"BIOLOGICAL LABORATORIES,",SA(OWNER),2,,LU,LUXEMBOURG,postal
90010314,KYLE,,TURLEY(3RD.PTY.REQ.),3,MA,US,UNITED STATES,residence
90010314,TULIP,"GROUP INVESTMENTS,",LIMITED(OWNER),2,,AE,UNITED ARAB EMIRATES,residence
90010314,,,5685786,1,,,,residence
90010315,Phillip,,Kirkpatrick(3RD PTY REQ),3,NJ,US,,residence
90010315,,,7103511,1,,,,residence
90010315,HUNT,"TECHNOLOGIES,",INC.(OWNER),2,IN,US,,residence
90010316,,,6946149,1,,,,residence
90010316,BRAINTREE,"LABORATORIES,",INC.(OWNER),2,MA,US,,residence
90010316,Patent,,Owner,3,,,,residence
90010317,ILLINOIS,TOOL WORKS INC.,"c/o LEVENFELD PEARLSTEIN, LLC",3,IL,US,,residence
90010317,,,7338700,1,,,,residence
90010317,ILLINOIS,TOOL,"WORKS, INC.",2,IL,US,,residence
90010318,GENETIC,TECHNOLOGIES,LIMITED,2,,AU,AUSTRALIA,residence
90010318,,,5612179,1,,,,residence
90010318,MARCUS,A.,BURCH(3RD PTY REQ.),3,IL,US,UNITED STATES,residence
90010319,BRAINTREE,LABORATORIES,INC.(OWNER),2,MA,US,,residence
90010319,,,7291324,1,,,,residence
90010319,BRAINTREE,LABORATORIES,INC.,3,MA,US,,residence
90010320,PETLIFE,"INTERNATIONAL CO.,","LTD.,(OWNER)",2,,TW,TAIWAN,residence
90010320,,,7205015,1,,,,residence
90010320,MICHAEL,B.,BROOKS(3RD.PTY.REQ.),3,CA,US,,residence
90010321,TELECOM,NETWORK,"OPTIMIZATION, INC. (OWNER)",2,GA,US,UNITED STATES,residence
90010321,"ROBERTS,",MARDULA &,"WERTHEIM, LLC (3RD.PTY.REQ.)",3,VA,US,UNITED STATES,residence
90010321,,,"7,301,920",1,,,,residence
90010323,RYMED,"TECHNOLOGIES,",INC.(3RD.PTY.REQ.),3,TN,US,UNITED STATES,residence
90010323,,,VYGON(OWNER),2,,FR,FRANCE,residence
90010323,,,5380306,1,,,,residence
90010324,CORTICON,"TECHNOLOGIES,",INC.(OWNER),2,CA,US,UNITED STATES,residence
90010324,PATENT,,OWNER,3,,,,residence
90010324,,,7020869,1,,,,residence
90010325,,,5544360,1,,,,residence
90010325,"SPEEDTRACK, INC. A CALIFORNIA",,CORPORATION(OWNER),2,CA,US,,residence
90010325,"ENDECA TECHNOLOGIES,",,INC.(3RD PTY REQ),3,MA,US,,residence
90010326,GPS INDUSTRIES,,INC.(OWNER),2,BC,CA,CANADA,residence
90010326,Kyle,,Turley(3RD PTY REQ),3,MA,US,,residence
90010326,,,5438518,1,,,,residence
90010327,CRESTRON,,"ELECTRONICS, INC",3,NJ,US,UNITED STATES,residence
90010327,,,7085566,1,,,,residence
90010327,SIEMENS,,AKTIENGESELLESCHAFT,2,,DE,GERMANY,residence
90010328,THOMAS,G.,ESCHWEILER(OWNER),3,OH,US,UNITED STATES,residence
90010328,TEXAS INSTRUMENTS,,INCORPORATED,2,TX,US,,residence
90010328,,,7348643,1,,,,residence
90010331,CLARK-RELIANCE,,CORPORATION (OWNER),2,OH,US,UNITED STATES,residence
90010331,,,"7,047,806",1,,,,residence
90010331,"JENKINS,WILSON,",,"TAYLOR & HUNT, P.A. ( 3RD.PTY.REQ.)",3,NC,US,UNITED STATES,residence
90010332,WILMERHALE/,,NEW YORK ( 3RD.PTY.REQ.),3,NY,US,UNITED STATES,residence
90010332,MOTOROLA,,INC. (OWNER),2,IL,US,UNITED STATES,residence
90010332,,,"5,359,317",1,,,,residence
90010333,"AFFINITY LABS OF TEXAS,",,LLC(OWNER),2,TX,US,UNITED STATES,residence
90010333,,,7324833,1,,,,residence
90010333,JOHN,R.,KING(3RD.PTY.REQ.),3,CA,US,UNITED STATES,residence
90010334,NICHIA,,CORPORATION(OWNER),2,,JP,JAPAN,residence
90010334,,,D499385,1,,,,residence
90010334,STEPEN,L,PETERSON(3RD.PTY.REQ.),3,DC,US,UNITED STATES,residence
90010335,NICHIA,,CORPORATION(OWNER),2,,JP,JAPAN,residence
90010335,,,D503388,1,,,,residence
90010335,Stephen,L.,Peterson(3RD PTY REQ),3,DC,US,UNITED STATES,residence
90010336,MIDMARK,,CORPORATION(OWNER),2,OH,US,,residence
90010336,,,6944896,1,,,,residence
90010336,Lance,D.,Reich(3RD PTY REQ),3,PA,US,,residence
90010336,Lance,D.,Reich(3RD PTY REQ),3,PA,US,,postal
90010337,PULSE,,ENGINEERING,2,CA,US,,residence
90010337,JOE,McKINNEY,MUNCY(3RD PTY REQ.),3,VA,US,,residence
90010337,,,6962511,1,,,,residence
90010338,LAURA A. SHERIDAN WILMER CUTLER,,PICKERING HALE & DORR LLP,3,NY,US,,residence
90010338,,,5075684,1,,,,residence
90010338,"MOTOROLA,",,INC.,2,IL,US,,residence
90010339,DASSAULT,,SYSTEMES (OWNER),2,,FR,FRANCE,residence
90010339,,,"6,597,382",1,,,,residence
90010339,ROBERTS MLOTKOWSKI,,"SAFRAN & COLE, P.C. (3RD.PTY.REQ.)",3,VA,US,UNITED STATES,residence
90010340,,,6933607,1,,,,residence
90010340,MICHAEL,D.,HARRIS(3RD.PTY.REQ.),3,CA,US,,residence
90010340,KAIJO,,CORPORATION(OWNER),2,,JP,JAPAN,residence
90010342,BRACEWELL &,,GIULIANI LLP (3RD.PTY.REQ.),3,TX,US,UNITED STATES,residence
90010342,WEATHERFORD/,,"LAMB, INC. (OWNER)",2,TX,US,UNITED STATES,residence
90010342,,,"5,894,897",1,,,,residence
90010343,GOODRICH,,CORPORATION(OWNER),2,NC,US,UNITED STATES,residence
90010343,,,6250587,1,,,,residence
90010343,PATENT,,OWNER,3,,,,residence
90010344,MAGNA DONNELLY,,CORPORATION(OWNER),2,MI,US,UNITED STATES,residence
90010344,,,5551197,1,,,,residence
90010344,DAVID,P.,EMERY(3RD.PTY.REQ.),3,DC,US,UNITED STATES,residence
90010345,Dion,R.,Ferguson(3RD PTY REQ),3,DC,US,UNITED STATES,residence
90010345,MAGNA DONNELLY,,CORPORATION(OWNER),2,MI,US,UNITED STATES,residence
90010345,,,5704173,1,,,,residence
90010346,Michelle,E.,O'Brien(3RD PTY REQ),3,VA,US,,residence
90010346,"WEBEXCHANGE,",,INC.(OWNER),2,CA,US,,residence
90010346,,,5778178,1,,,,residence
90010347,I4I LIMITED,,PARTNERSHIP,2,,CA,CANADA,residence
90010347,,,5787449,1,,,,residence
90010347,RICHARD,D.,McLEOD(3RD PTY REQ.),3,OR,US,,residence
90010348,VTRAX,,"TECHNOLOGIES, INC.(OWNER)",2,GA,US,UNITED STATES,residence
90010348,,,6865268,1,,,,residence
90010349,FONG,F.,CHEE(OWNER),2,,SG,SINGAPORE,residence
90010349,PATENT,,OWNER,3,,,,residence
90010349,,,6961711,1,,,,residence
90010350,"SMITHS MEDICAL ASD,",,"INC,(OWNER)",2,MA,US,UNITED STATES,residence
90010350,,,5562631,1,,,,residence
90010350,PATENT,,OWNER,3,TX,US,,residence
90010351,,,"7,436,509",1,,,,residence
90010351,PATENT,,OWNER,3,,CH,SWITZERLAND,residence
90010351,EMHART,,GLASS S.A. (OWNER),2,,CH,SWITZERLAND,residence
90010352,,,"5,513,359",1,,,,residence
90010352,HOVEY,,WILLIAMS LLP (3RD.PTY.REQ.),3,KS,US,UNITED STATES,residence
90010352,LENOVO (SINGAPORE),,PTE LTD. (OWNER),2,,SG,SINGAPORE,residence
90010353,MERIAL,,LIMITED(3RD.PTY.REQ.),3,GA,US,UNITED STATES,residence
90010353,"HEY BUDDY,",,LLC(OWNER),2,TX,US,UNITED STATES,residence
90010353,,,6886715,1,,,,residence
90010354,"GENERAL HOSPITAL CORPORATION, THE",,A MA CORP.(OWNER),2,MA,US,UNITED STATES,residence
90010354,,,5485827,1,,,,residence
90010354,NO 3RD PTY ADDRESS,,SUBMIT,3,,,,residence
90010355,,,5600766,1,,,,residence
90010355,Scott,R.,Brown(3RD PTY REQ),3,KS,US,,residence
90010355,LENOVO(SINGAPORE),,PTE LTD.(OWNER),2,,SG,SINGAPORE,residence
90010356,BECOMM,,CORPORATION(OWNER),2,WA,US,,residence
90010356,,,6629163,1,,,,residence
90010356,ADVANCED MICRO,,"DEVICES, INC.(3RD PTY REQ)",3,CA,US,,residence
90010357,,,5627879,1,,,,residence
90010357,MATTHEW,G.,McKINNEY (3RD PTY REQ.),3,FL,US,,residence
90010357,ADC,,TELECOMMUNICATIONS,2,MN,US,,residence
90010358,INA ACQUISITION,,CORP.,2,DE,US,,residence
90010358,LIQUI-FORCE SERVICES,,"USA, INC.(3RD PTY REQ.)",3,MI,US,,residence
90010358,,,6337114,1,,,,residence
90010359,,,7338809,1,,,,residence
90010359,PATENT,,OWNER,3,,JP,JAPAN,residence
90010359,"MITSUBISHI KAGAKU IATRON,",,INC.(OWNER),2,,JP,JAPAN,residence
90010360,,,7401098,1,,,,residence
